Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,,,1,,"a speech, 5 years ago","moderate (consistent speeches, but no vote on record)",6,mp-votes.html#mp-4827,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-12-14 DEBATE: Spoke:  Abortion Services Commissioning: Northern Ireland ""As with many issues over the years that the Executive found too hard to deal with, the changes in Northern Irish law were brought about via interventions from this place from Members of the Opposition. The inadequacy of the previous regulations was very clear..."" [--: Advocates expanding abortion services access in Northern Ireland, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Ms Diane Abbott (Labour, Hackney North and Stoke Newington)",,,,,1,,"a motion sponsored, 4 years ago","moderate (sponsored motions, but no vote on record)",6,mp-votes.html#mp-172,"2023-11-20 EDM-SIGNED: Signed EDM: Safe access zones [--: Celebrates enforcement of abortion clinic buffer zones restricting pro-life protest] | 2022-05-11 EDM: Sponsored EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Sir Bernard Jenkin (Conservative, Harwich and North Essex)",,,,,1,,"a speech, 3 years ago","moderate (consistent speeches, but no vote on record)",6,mp-votes.html#mp-40,"2023-03-07 DEBATE: Spoke: Public Order Bill (re: abortion) ""Just to make the obvious point, the whole purpose of the buffer zones legislation is to create an exclusion zone around abortion clinics so that people with views they want to express about the subject of abortion clinics will not be in contact with people..."" [--: Defends buffer zones against amendment protecting silent prayer near abortion clinics] | 2022-10-18 DEBATE: Spoke:  Public Order Bill (re: abortion) ""“Clinic harassment” is the term used to describe the presence outside abortion clinics of groups who seek to dissuade and deter women from accessing healthcare that is their right under our law. Many people would call them protests, but mere protest is not..."" [--: Supports new clause criminalising pro-life presence outside abortion clinics as 'clinic harassment'] | 2022-10-18 DEBATE: Spoke:  Public Order Bill (re: abortion) ""I am grateful to my hon. Friend for giving way and I am listening carefully to what she is saying, which I know reflects beliefs of great sincerity. Does that mean, however, that she is against the existing law that allows local authorities to ban those same..."" [-: Defends existing law allowing bans on pro-life activity near abortion clinics] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Wera Hobhouse (Liberal Democrat, Bath)",,,,,1,,"a speech, 4 years ago","thin (consistent speeches, but no vote on record; 1 contrary item on record)",6,mp-votes.html#mp-4602,"CONFLICTING SIGNALS - review all evidence | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) ""I add my support to the efforts of the hon. Member for Ealing Central and Acton (Dr Huq) to amend the Bill to introduce buffer zones around abortion clinics. It is a clear and tightly targeted measure that would address the harassment of women accessing..."" [--: Supports amendment introducing abortion clinic buffer zones] | 2022-05-23 DEBATE: Spoke:  Public Order Bill (re: abortion) ""I support a simple and targeted measure against protests outside clinics that harass women seeking abortion. We can talk about other measures, but it is important to protect women who are already in an extremely vulnerable position from such harassment."" [--: Supports buffer zones restricting pro-life protests outside abortion clinics] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [++: Calls to end disability-selective abortion, restricting abortion access, pro-life aligned]",,
"Zarah Sultana (Your Party, Coventry South)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),6,mp-votes.html#mp-4786,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2022-03-22 EDM-SIGNED: Signed EDM: Access to telemedical abortion care beyond September 2022 [--: Demands permanent at-home telemedical abortion access, opposing restriction efforts] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Christine Jardine (Liberal Democrat, Edinburgh West)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),5,mp-votes.html#mp-4634,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Daisy Cooper (Liberal Democrat, St Albans)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),5,mp-votes.html#mp-4769,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-06-28 DEBATE: Spoke:  Women’s Rights to Reproductive Healthcare: United States (re: abortion) ""The House will know that 50 new clinics have been targeted by protesters in England and Wales since 2018. Will the Minister commit to speaking to her counterparts in the Home Office to legislate for the protection of those visiting an abortion clinic?"" [-: Seeks legislation protecting abortion clinic access from protesters, favouring abortion rights] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life]",,
"Dame Nia Griffith (Labour, Llanelli)",,,,,1,,"a speech, 18 months ago","moderate (consistent speeches, but no vote on record)",5,mp-votes.html#mp-1541,"2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: decriminalis) ""I am proud to say that the history of LGBT+ rights in this country is intertwined with the history of Labour in government. It was a Labour Government who decriminalised homosexuality in 1967, and a Labour Government who equalised the age of consent in 2000..."" [--: Celebrates LGBT rights milestones including same-sex marriage and Gender Recognition Act] | 2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Dan Carden (Labour, Liverpool Walton)",,,,,1,,"a motion signed, 4 years ago",thin (weak evidence kinds only (questions or co-signatures)),5,mp-votes.html#mp-4651,"2022-06-28 EDM-SIGNED: Signed EDM: Abortion rights [--: Reaffirms UK abortion access and laments US restrictions on abortion, opposing pro-life position] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Layla Moran (Liberal Democrat, Oxford West and Abingdon)",,,,,1,,"a speech, 5 years ago","moderate (consistent speeches, but no vote on record)",5,mp-votes.html#mp-4656,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2022-05-11 EDM-SIGNED: Signed EDM: Abortion rights in the United States [--: Defends Roe v Wade and woman's right to choose, opposing pro-life position] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-03-25 DEBATE: Spoke: Abortion in Northern Ireland ""That is happening because of a failure to commission services as there is not a clear pathway to abortion services. Have the Government made an assessment of how many women have been prevented from accessing early medical abortion services because they are..."" [--: Attacks anti-abortion clinics and pushes for wider abortion service access in NI] | 2020-12-09 EDM-SIGNED: Signed EDM: Human rights and democracy in Poland (re: abortion) [--: Condemns Poland's near-total abortion ban as human rights violation, anti-pro-life]",,
